sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,European,max_ancestry,assigned_group
HGDP01258,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.258612,1e-05,0.741378,0.741378,European
HGDP01259,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.287585,1e-05,0.712405,0.712405,European
HGDP01260,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.299474,1e-05,0.700516,0.700516,European
HGDP01261,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.41481,1e-05,0.58518,0.58518,European
HGDP01262,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.286442,1e-05,0.713548,0.713548,European
HGDP01263,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.229659,1e-05,0.770331,0.770331,European
HGDP01264,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.259187,1e-05,0.740803,0.740803,European
HGDP01265,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.264492,1e-05,0.735498,0.735498,European
HGDP01266,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.273663,1e-05,0.726327,0.726327,European
HGDP01267,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.27111,1e-05,0.72888,0.72888,European
HGDP01268,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.271393,1e-05,0.728597,0.728597,European
HGDP01269,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.276238,1e-05,0.723752,0.723752,European
HGDP01270,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.787215,0.000173,0.212612,0.787215,African
HGDP01271,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.652624,1e-05,0.347366,0.652624,African
HGDP01272,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.254184,1e-05,0.745806,0.745806,European
HGDP01274,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.341875,1e-05,0.658115,0.658115,European
HGDP01275,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.267166,1e-05,0.732824,0.732824,European
HGDP01276,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.292784,1e-05,0.707206,0.707206,European
HGDP01277,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.279974,1e-05,0.720016,0.720016,European
HGDP01279,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.275383,1e-05,0.724607,0.724607,European
HGDP01280,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.270538,1e-05,0.729452,0.729452,European
HGDP01282,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.251692,1e-05,0.748298,0.748298,European
HGDP01283,Mandenka,African,hgdp,,African,no,yes,0.989615,0.002216,0.008169,0.989615,African
HGDP01284,Mandenka,African,hgdp,,African,no,yes,0.994703,0.005287,1e-05,0.994703,African
HGDP01285,Mandenka,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP01286,Mandenka,African,hgdp,,African,no,yes,0.993094,0.004995,0.001911,0.993094,African
HGDP01287,NorthernHan,East Asian,hgdp,,East Asian,no,yes,1e-05,0.988077,0.011913,0.988077,American
HGDP01288,NorthernHan,East Asian,hgdp,,East Asian,no,yes,1e-05,0.975023,0.024967,0.975023,American
HGDP01289,NorthernHan,East Asian,hgdp,,East Asian,no,yes,1e-05,0.983415,0.016575,0.983415,American
HGDP01290,NorthernHan,East Asian,hgdp,,East Asian,no,yes,0.001615,0.983954,0.014431,0.983954,American
HGDP01291,NorthernHan,East Asian,hgdp,,East Asian,no,yes,1e-05,0.986442,0.013548,0.986442,American
HGDP01292,NorthernHan,East Asian,hgdp,,East Asian,no,yes,1e-05,0.982686,0.017304,0.982686,American
HGDP01293,NorthernHan,East Asian,hgdp,,East Asian,no,yes,0.002841,0.977271,0.019888,0.977271,American
HGDP01294,NorthernHan,East Asian,hgdp,,East Asian,no,yes,0.002762,0.985961,0.011277,0.985961,American
HGDP01295,NorthernHan,East Asian,hgdp,,East Asian,no,yes,0.000467,0.982476,0.017057,0.982476,American
HGDP01296,NorthernHan,East Asian,hgdp,,East Asian,no,yes,0.002845,0.971691,0.025463,0.971691,American
HGDP01297,Uygur,Central South Asian,hgdp,,East Asian,no,yes,0.017506,0.510813,0.471681,0.510813,American
HGDP01298,Uygur,Central South Asian,hgdp,,East Asian,no,yes,0.009603,0.468247,0.522149,0.522149,European
HGDP01299,Uygur,Central South Asian,hgdp,,East Asian,no,yes,0.008968,0.540677,0.450355,0.540677,American
HGDP01300,Uygur,Central South Asian,hgdp,,East Asian,no,yes,0.005356,0.510875,0.483769,0.510875,American
HGDP01301,Uygur,Central South Asian,hgdp,,East Asian,no,yes,0.013806,0.559013,0.427181,0.559013,American
HGDP01302,Uygur,Central South Asian,hgdp,,East Asian,no,yes,0.006605,0.656822,0.336573,0.656822,American
HGDP01303,Uygur,Central South Asian,hgdp,,East Asian,no,yes,0.004961,0.487755,0.507284,0.507284,European
HGDP01304,Uygur,Central South Asian,hgdp,,East Asian,no,yes,0.007613,0.600739,0.391648,0.600739,American
HGDP01305,Uygur,Central South Asian,hgdp,,East Asian,no,yes,0.01754,0.57644,0.40602,0.57644,American
HGDP01306,Uygur,Central South Asian,hgdp,,East Asian,no,yes,0.017376,0.54665,0.435974,0.54665,American
HGDP01307,Dai,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01308,Dai,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01309,Dai,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01310,Dai,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01311,Dai,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01312,Dai,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01313,Dai,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01314,Dai,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01315,Dai,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01317,Lahu,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01318,Lahu,East Asian,hgdp,,East Asian,no,yes,0.000833,0.999157,1e-05,0.999157,American
HGDP01319,Lahu,East Asian,hgdp,,East Asian,no,yes,0.001048,0.998942,1e-05,0.998942,American
HGDP01320,Lahu,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01321,Lahu,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01322,Lahu,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01323,Lahu,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01326,Lahu,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01327,She,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01328,She,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01329,She,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01330,She,East Asian,hgdp,,East Asian,yes,no,,,,,
HGDP01331,She,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01332,She,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01333,She,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01334,She,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01335,She,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01336,She,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01337,Naxi,East Asian,hgdp,,East Asian,no,yes,0.002807,0.997183,1e-05,0.997183,American
HGDP01338,Naxi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01339,Naxi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01340,Naxi,East Asian,hgdp,,East Asian,no,yes,0.001304,0.998686,1e-05,0.998686,American
HGDP01341,Naxi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01342,Naxi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01345,Naxi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01346,Naxi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01347,Tu,East Asian,hgdp,,East Asian,no,yes,0.004659,0.939031,0.056311,0.939031,American
HGDP01348,Tu,East Asian,hgdp,,East Asian,no,yes,0.002826,0.926176,0.070999,0.926176,American
HGDP01349,Tu,East Asian,hgdp,,East Asian,no,yes,1e-05,0.959744,0.040246,0.959744,American
HGDP01350,Tu,East Asian,hgdp,,East Asian,no,yes,0.006166,0.914825,0.079009,0.914825,American
HGDP01351,Tu,East Asian,hgdp,,East Asian,no,yes,0.006778,0.929022,0.0642,0.929022,American
HGDP01352,Tu,East Asian,hgdp,,East Asian,no,yes,0.005655,0.943328,0.051017,0.943328,American
HGDP01353,Tu,East Asian,hgdp,,East Asian,no,yes,1e-05,0.924935,0.075055,0.924935,American
HGDP01354,Tu,East Asian,hgdp,,East Asian,no,yes,1e-05,0.953293,0.046697,0.953293,American
HGDP01355,Tu,East Asian,hgdp,,East Asian,no,yes,0.002515,0.945773,0.051711,0.945773,American
HGDP01356,Tu,East Asian,hgdp,,East Asian,no,yes,0.001397,0.925398,0.073206,0.925398,American
HGDP01357,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01358,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01359,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01360,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01361,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01362,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01363,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01364,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01365,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01366,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01367,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01368,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01369,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01370,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01372,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01373,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01374,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01375,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01376,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01377,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01378,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01379,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01380,Basque,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01382,Adygei,European,hgdp,,European,no,yes,0.012762,0.056281,0.930956,0.930956,European
HGDP01383,Adygei,European,hgdp,,European,no,yes,0.01392,0.059335,0.926745,0.926745,European
HGDP01384,Adygei,European,hgdp,,European,no,yes,0.023547,0.121502,0.854951,0.854951,European
HGDP01385,Adygei,European,hgdp,,European,no,yes,0.019904,0.078504,0.901592,0.901592,European
HGDP01386,Adygei,European,hgdp,,European,no,yes,0.027813,0.053263,0.918925,0.918925,European
HGDP01387,Adygei,European,hgdp,,European,no,yes,0.019419,0.056855,0.923725,0.923725,European
HGDP01388,Adygei,European,hgdp,,European,no,yes,1e-05,0.111443,0.888547,0.888547,European
HGDP01396,Adygei,European,hgdp,,European,no,yes,0.015253,0.081029,0.903717,0.903717,European
HGDP01397,Adygei,European,hgdp,,European,no,yes,0.027617,0.094392,0.877991,0.877991,European
HGDP01398,Adygei,European,hgdp,,European,no,yes,0.0255,0.045298,0.929202,0.929202,European
HGDP01399,Adygei,European,hgdp,,European,no,yes,0.018033,0.055559,0.926407,0.926407,European
HGDP01400,Adygei,European,hgdp,,European,no,yes,0.015644,0.076079,0.908277,0.908277,European
HGDP01401,Adygei,European,hgdp,,European,no,yes,0.016446,0.067289,0.916265,0.916265,European
HGDP01402,Adygei,European,hgdp,,European,no,yes,0.009734,0.065668,0.924598,0.924598,European
HGDP01403,Adygei,European,hgdp,,European,no,yes,0.020433,0.056777,0.92279,0.92279,European
HGDP01404,Adygei,European,hgdp,,European,no,yes,0.015203,0.112774,0.872022,0.872022,European
HGDP01405,BantuKenya,African,hgdp,,African,no,yes,0.990235,0.009755,1e-05,0.990235,African
HGDP01406,BantuKenya,African,hgdp,,African,no,yes,0.982664,0.017326,1e-05,0.982664,African
HGDP01408,BantuKenya,African,hgdp,,African,no,yes,0.985479,0.010922,0.003598,0.985479,African
HGDP01411,BantuKenya,African,hgdp,,African,no,yes,0.94302,0.020824,0.036156,0.94302,African
HGDP01412,BantuKenya,African,hgdp,,African,no,yes,0.99045,0.00954,1e-05,0.99045,African
HGDP01414,BantuKenya,African,hgdp,,African,no,yes,0.98623,0.011945,0.001825,0.98623,African
HGDP01415,BantuKenya,African,hgdp,,African,no,yes,0.902586,0.02287,0.074544,0.902586,African
HGDP01416,BantuKenya,African,hgdp,,African,no,yes,0.898375,0.028013,0.073611,0.898375,African
HGDP01417,BantuKenya,African,hgdp,,African,no,yes,0.982957,0.012666,0.004377,0.982957,African
HGDP01418,BantuKenya,African,hgdp,,African,no,yes,0.98556,0.011494,0.002945,0.98556,African
HGDP01419,BantuKenya,African,hgdp,,African,no,yes,0.987811,0.012179,1e-05,0.987811,African
IHW9118,Australian,Oceanian,sgdp,Australia,Oceanian,no,yes,0.169153,0.71834,0.112506,0.71834,American
IHW9193,Australian,Oceanian,sgdp,Australia,Oceanian,no,yes,0.167361,0.718893,0.113746,0.718893,American
AV-21,Crete,West Eurasian,sgdp,Greece,European,no,yes,0.030896,1e-05,0.969094,0.969094,European
TZ-11,Crete,West Eurasian,sgdp,Greece,European,no,yes,0.027072,1e-05,0.972918,0.972918,European
DNK07,Dinka,African,sgdp,Sudan,African,no,yes,0.968824,0.031166,1e-05,0.968824,African
mixe0007,Mixe,American,sgdp,Mexico,American,yes,yes,1e-05,0.931812,0.068178,0.931812,American
ALB212,Albanian,West Eurasian,sgdp,Albania,European,no,yes,0.008199,1e-05,0.991791,0.991791,European
altai363p,Altaian,Central Asian Siberian,sgdp,Russia,East Asian,no,yes,0.001608,0.743453,0.254939,0.743453,American
NA13604,Atayal,East Asian,sgdp,Taiwan,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
TGBS21,Chane,American,sgdp,Argentina,American,yes,yes,1e-05,0.927173,0.072817,0.927173,American
ch113,Chechen,West Eurasian,sgdp,Russia,European,no,yes,0.014505,0.063043,0.922452,0.922452,European
Sir19,Chukchi,Central Asian Siberian,sgdp,Russia,,no,yes,1e-05,0.468363,0.531627,0.531627,European
NA15728,Czech,West Eurasian,sgdp,Czechoslovia(pre1989),European,no,yes,1e-05,1e-05,0.99998,0.99998,European
Esk29,Eskimo_Chaplin,Central Asian Siberian,sgdp,Russia,East Asian,no,yes,1e-05,0.941218,0.058772,0.941218,American
NA17385,Hawaiian,Oceanian,sgdp,USA,,no,yes,0.039892,0.960098,1e-05,0.960098,American
Kor82,Itelman,Central Asian Siberian,sgdp,Russia,East Asian,no,yes,1e-05,0.932266,0.067724,0.932266,American
KD4,Khonda_Dora,South Asian,sgdp,India,South Asian,no,yes,0.082567,0.714202,0.203231,0.714202,American
NA17386,Maori,Oceanian,sgdp,New Zealand,,no,yes,0.037444,0.435818,0.526739,0.526739,European
NOR111,Norwegian,West Eurasian,sgdp,Norway,European,no,yes,1e-05,0.014471,0.985519,0.985519,European
ND15865,Polish,West Eurasian,sgdp,Poland,European,no,yes,0.00098,0.005177,0.993844,0.993844,European
Sam02,Samaritan,West Eurasian,sgdp,Israel,European,no,yes,0.074691,1e-05,0.925299,0.925299,European
Ayodo_81S,Somali,African,sgdp,Kenya,African,no,yes,0.603482,0.030004,0.366513,0.603482,African
armenia293,Armenian,West Eurasian,sgdp,Armenia,West Asian,no,yes,0.033663,0.017818,0.948519,0.948519,European
Armenian222,Armenian,West Eurasian,sgdp,Armenia,West Asian,no,yes,0.031706,0.022624,0.94567,0.94567,European
NA21490,Masai,African,sgdp,Kenya,African,no,yes,0.786875,0.02667,0.186455,0.786875,African
NA21581,Masai,African,sgdp,Kenya,African,no,yes,0.777075,0.023158,0.199767,0.777075,African
Jordan603,Jordanian,West Eurasian,sgdp,Jordan,West Asian,no,yes,0.116794,0.02248,0.860726,0.860726,European
abh107,Abkhasian,West Eurasian,sgdp,Abkhazia,European,no,yes,0.018704,0.048286,0.93301,0.93301,European
abh100,Abkhasian,West Eurasian,sgdp,Russia,European,no,yes,0.02423,0.037248,0.938522,0.938522,European
Ale22,Aleut,Central Asian Siberian,sgdp,Russia,,no,yes,1e-05,0.577741,0.422249,0.577741,American
Ale20,Aleut,Central Asian Siberian,sgdp,Russia,,no,yes,1e-05,0.570366,0.429624,0.570366,American
NA13607,Ami,East Asian,sgdp,Taiwan,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
NA13616,Ami,East Asian,sgdp,Taiwan,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
B11,Brahmin,South Asian,sgdp,India,South Asian,no,yes,0.048818,0.311063,0.64012,0.64012,European
B17,Brahmin,South Asian,sgdp,India,South Asian,no,yes,0.049075,0.342389,0.608537,0.608537,European
BulgarianB4,Bulgarian,West Eurasian,sgdp,Bulgaria,European,no,yes,0.01068,0.007158,0.982162,0.982162,European
BulgarianC1,Bulgarian,West Eurasian,sgdp,Bulgaria,European,no,yes,0.00192,0.008385,0.989696,0.989696,European
Bu16,Burmese,East Asian,sgdp,Myanmar,East Asian,no,yes,0.009195,0.952361,0.038444,0.952361,American
Bu5,Burmese,East Asian,sgdp,Myanmar,East Asian,no,yes,0.01515,0.877381,0.107469,0.877381,American
DNK5,Dinka,African,sgdp,Sudan,African,no,yes,0.965884,0.034106,1e-05,0.965884,African
DNK11,Dinka,African,sgdp,Sudan,African,no,yes,0.970571,0.029419,1e-05,0.970571,African
Dus22,Dusun,Oceanian,sgdp,Brunei,Oceanian,no,yes,0.010781,0.989209,1e-05,0.989209,American
Dus16,Dusun,Oceanian,sgdp,Brunei,Oceanian,no,yes,0.008334,0.991656,1e-05,0.991656,American
Nesk_22,Eskimo_Naukan,Central Asian Siberian,sgdp,Russia,East Asian,no,yes,1e-05,0.933858,0.066132,0.933858,American
Nesk_25,Eskimo_Naukan,Central Asian Siberian,sgdp,Russia,East Asian,no,yes,1e-05,0.934055,0.065935,0.934055,American
Sir26,Eskimo_Sireniki,Central Asian Siberian,sgdp,Russia,East Asian,no,yes,1e-05,0.940587,0.059403,0.940587,American
Sir40,Eskimo_Sireniki,Central Asian Siberian,sgdp,Russia,East Asian,no,yes,1e-05,0.936591,0.063399,0.936591,American
Est375,Estonian,West Eurasian,sgdp,Estonia,European,no,yes,1e-05,0.016221,0.983769,0.983769,European
Est400,Estonian,West Eurasian,sgdp,Estonia,European,no,yes,1e-05,0.01744,0.98255,0.98255,European
mg27,Georgian,West Eurasian,sgdp,Georgia,West Asian,no,yes,0.03224,0.034278,0.933483,0.933483,European
mg31,Georgian,West Eurasian,sgdp,Georgia,West Asian,no,yes,0.032469,0.007812,0.959719,0.959719,European
NA17377,Greek,West Eurasian,sgdp,Greece,European,no,yes,1e-05,1e-05,0.99998,0.99998,European
NA17374,Greek,West Eurasian,sgdp,Greece,European,no,yes,0.041364,1e-05,0.958626,0.958626,European
NA15203,Hungarian,West Eurasian,sgdp,Hungary,European,no,yes,1e-05,0.007091,0.992899,0.992899,European
NA15202,Hungarian,West Eurasian,sgdp,Hungary,European,no,yes,1e-05,0.012273,0.987717,0.987717,European
NA15761,Icelandic,West Eurasian,sgdp,Iceland,European,no,yes,1e-05,1e-05,0.99998,0.99998,European
NA15763,Icelandic,West Eurasian,sgdp,Iceland,European,no,yes,1e-05,1e-05,0.99998,0.99998,European
Igor20,Igorot,Oceanian,sgdp,Philippines,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
Igor21,Igorot,Oceanian,sgdp,Philippines,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
iran17,Iranian,West Eurasian,sgdp,Iran,West Asian,no,yes,0.056881,0.085001,0.858117,0.858117,European
iran11,Iranian,West Eurasian,sgdp,Iran,West Asian,no,yes,0.03421,0.080741,0.885048,0.885048,European
IraqiJew1771,Iraqi_Jew,West Eurasian,sgdp,Iraq,West Asian,no,yes,0.054555,0.004755,0.94069,0.94069,European
IraqiJew4291,Iraqi_Jew,West Eurasian,sgdp,Iraq,West Asian,no,yes,0.055089,0.014753,0.930158,0.930158,European
I1,Irula,South Asian,sgdp,India,South Asian,no,yes,0.076517,0.467851,0.455632,0.467851,American
I3,Irula,South Asian,sgdp,India,South Asian,no,yes,0.066934,0.469953,0.463113,0.469953,American
K1,Kapu,South Asian,sgdp,India,South Asian,no,yes,0.069472,0.40371,0.526818,0.526818,European
K4,Kapu,South Asian,sgdp,India,South Asian,no,yes,0.066192,0.454223,0.479585,0.479585,European
SA0342,Khomani_San,African,sgdp,SouthAfrica,African,no,yes,0.950854,0.018476,0.030671,0.950854,African
SA0722,Khomani_San,African,sgdp,SouthAfrica,African,no,yes,0.977474,0.022516,1e-05,0.977474,African
ND19394,Korean,East Asian,sgdp,Korea,East Asian,no,yes,6.6e-05,0.999924,1e-05,0.999924,American
NA00726,Korean,East Asian,sgdp,Korea,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
K-2,Kusunda,South Asian,sgdp,Nepal,South Asian,no,yes,0.035892,0.764149,0.199959,0.764149,American
K-15,Kusunda,South Asian,sgdp,Nepal,South Asian,no,yes,0.053581,0.818645,0.127774,0.818645,American
Bishkek28440,Kyrgyz,Central Asian Siberian,sgdp,Kyrgyzystan,East Asian,no,yes,0.00815,0.690414,0.301436,0.690414,American
Bishkek28439,Kyrgyz,Central Asian Siberian,sgdp,Kyrgyzystan,East Asian,no,yes,0.000853,0.682877,0.31627,0.682877,American
lez49,Lezgin,West Eurasian,sgdp,Russia,European,no,yes,0.019299,0.052569,0.928132,0.928132,European
lez42,Lezgin,West Eurasian,sgdp,Russia,West Asian,no,yes,0.019609,0.048123,0.932268,0.932268,European
NA19044,Luhya,African,sgdp,Kenya,African,no,yes,0.978123,0.011002,0.010875,0.978123,African
Ayodo_430C,Luo,African,sgdp,Kenya,African,no,yes,0.97206,0.020125,0.007815,0.97206,African
